Name,Score,RowID
Arl9,0.0006066777923253,2
Zfp809,0.0006056266513764,2
Tbce,0.0006048005235096,2
Mypn,0.0006046729026728,2
Igfbp1,0.0006037791836283,2
Ctsl,0.0006036947673571,2
Rprd1a,0.0006026301278912,2
Zfp207,0.0006017546623568,2
Hyal1,0.0006014211139344,2
Hjv,0.0006005746524998,2
Nat8f1,0.0012594288759127,3
Sult2a5,0.0012547156939258,3
Rnf165,0.0011451471586192,3
Cpne2,0.0010919706198026,3
Sult2a1,0.0010647699583035,3
Ndufa9,0.0010564471370548,3
Tmem156,0.0010371310087021,3
Inmt,0.0010297029176549,3
Lcat,0.0010156342334959,3
Ndufa6,0.0009873108004568,3
Crhr2,0.0009848673018825,3
Hpd,0.0009839304015516,3
Sgpl1,0.0009775097708894,3
Nrn1,0.0009772215231754,3
Vldlr,0.0009620593056425,3
Sult1d1,0.0009484847442706,3
Ugt1a1,0.0009475191016076,3
Ptms,0.0009463568030397,3
Adk,0.0009457179711728,3
Apoc4,0.0009155060745692,3
Adcy5,0.0009026096877152,3
Sult2a2,0.0009000023885582,3
Slc22a26,0.0008899895389277,3
Ak3,0.000889213156436,3
Aldh2,0.0008844420949207,3
Tmem106b,0.0008749820888036,3
Chp1,0.0008739744254675,3
Mpc2,0.0008673652478353,3
Tle5,0.0008582825259936,3
Sord,0.0008524123091413,3
Cox4i1,0.0008485098382927,3
Cyp2d10,0.0008433421865332,3
Chchd2,0.0008365306403348,3
Pcbd1,0.0008323651875159,3
Kif16b,0.0008322057538957,3
Gpr33,0.0008166291664526,3
Pisd,0.0008137537683675,3
Nit2,0.0008067887054006,3
Gabarapl1,0.000802319967707,3
Pah,0.0007976422756083,3
Hao2,0.0007971536083654,3
Cebpa,0.000791202097725,3
Selenbp1,0.0007893450246457,3
Hspa8,0.0007892449295495,3
Fth1,0.0007886994578708,3
Cds2,0.0007871740334351,3
Amdhd1,0.0007831375878958,3
Abhd14b,0.0007801818574928,3
Haao,0.0007760864825368,3
Slx1b,0.0007754289742538,3
Lair1,0.0007737993843577,3
Phyh,0.0007720966898626,3
Vkorc1,0.0007677641772731,3
Ddx3x,0.0007675390384142,3
Adh1,0.0007655525462425,3
Gsta3,0.0007648311936773,3
Dnaaf10,0.0007646226553484,3
Samd8,0.0007627240611734,3
Serpina6,0.0007611848272496,3
Prxl2c,0.000761068272775,3
Ndrg2,0.0007569983818322,3
Ap4b1,0.0007519622042912,3
Aldh3a2,0.0007507208385995,3
Got2,0.0007487029652085,3
Qdpr,0.0007435268263789,3
Tead4,0.0007430801754924,3
Ipmk,0.0007419930183943,3
Bicral,0.0007395084962188,3
Pdcd4,0.0007380100750404,3
Runx1,0.0007364116757824,3
Sult2a3,0.0007341813972945,3
Dynll2,0.0007334008537232,3
Mif,0.0007329985407501,3
Chchd10,0.0007271544846442,3
Pgm1,0.0007232586351041,3
Acot3,0.0007224035314431,3
Ccdc117,0.0007221128686709,3
Pxmp4,0.0007204219664166,3
Med10,0.0007203483979001,3
Cdo1,0.0007196314848597,3
Dpys,0.0007171420375753,3
Sephs2,0.0007167483221688,3
Arsi,0.0007159813394669,3
Mrto4,0.0007155714072822,3
Mdh1,0.0007124672475776,3
Etfb,0.0007124094561076,3
Fabp1,0.0007107760675939,3
Rnase4,0.0007106340368582,3
Ephx2,0.0007091117627816,3
BC029722,0.000707211800374,3
Dazap2,0.0007062280070969,3
Scgb1c1,0.0007031267103509,3
Spop,0.0007004494715834,3
Rnf13,0.0006988918648029,3
Tmem160,0.0006986535853138,3
Zbtb39,0.0006981177304643,3
Steap2,0.0006977574817211,3
Atf5,0.0006963244553505,3
Yes1,0.0006943681521562,3
Glo1,0.0006937073728087,3
Rab5b,0.000692871506783,3
Eef2,0.0006918715529889,3
Kyat3,0.0006912813913306,3
Kcnt2,0.0006908310221832,3
Acadvl,0.0006908215686869,3
Cmtm8,0.0006900155388824,3
Upb1,0.0006899987471015,3
Tmem254,0.000686478694628,3
Angptl3,0.0006847312216073,3
Cflar,0.0006841356614838,3
Tmem120b,0.0006812621379395,3
Fau,0.0006803250189177,3
Eps15,0.0006790593329971,3
Pink1,0.0006782162008414,3
Lactb2,0.0006781592593314,3
Wdtc1,0.000677667082476,3
Pygl,0.0006710311286398,3
Iffo1,0.0006653888888827,3
Park7,0.0006649004080968,3
Sdhb,0.0006641515742507,3
Cnbp,0.0006632905998913,3
Apoc1,0.000661677882639,3
Rcbtb2,0.0006604954386756,3
Eif4ebp2,0.0006586182509479,3
Aldh6a1,0.0006570325211244,3
Hamp2,0.000656527800269,3
Fbxo21,0.0006555626935502,3
Hagh,0.0006541348563644,3
Fut1,0.000654006652871,3
Ascl1,0.0006509039298684,3
Ndufb9,0.0006507534704137,3
Paox,0.0006493810178837,3
Rgn,0.000647400101617,3
Fam110c,0.0006467298991884,3
Isoc2a,0.0006465856112082,3
Acaa1b,0.0006458106868674,3
Hspa9,0.0006450765805741,3
Psma4,0.000643745816063,3
Cyp2c69,0.0006422813848328,3
Uqcr11,0.0006422569046434,3
Aldh8a1,0.0006388568921604,3
Rad23a,0.0006387291352417,3
Stard10,0.0006377396740336,3
Fgl1,0.000637651070308,3
Tprkb,0.0006372118268816,3
Tfap4,0.0006367632907277,3
Otc,0.0006366997212671,3
Prdx6,0.0006362931896816,3
Anxa11,0.0006315747072524,3
Commd5,0.0006315399183451,3
Hgd,0.0006313344350335,3
Gchfr,0.0006312640393254,3
