target_name	program_name	log2FC	p-value	adj_pval
Pcsk9	1	-0.08511484203097625	0.9188517133402089	0.9055587747760092
Pde4c	1	-0.1614518139051744	0.6899048705067179	0.8545286003677033
Pgpep1	1	-0.05486314688138424	0.6942382118035164	0.8549638687724735
Phrf1	1	-0.14587173567431463	0.9289635795782079	0.9069740827447204
Pik3ca	1	0.17173151977609363	0.028107966154702506	0.3027275388627647
Pik3cb	1	-0.2328009904653586	0.24599946919842244	0.6766151624064689
Pik3r2	1	-0.04431310036277585	0.7400895734166578	0.8658627452985543
Pklr_1	1	-0.009631746262071026	0.2759079969405782	0.6953330131598793
Pklr_2	1	0.0034787896950686584	0.3950087956982825	0.7587436476775515
Pnpla2	1	-0.2452226644762743	0.5705510522915322	0.8236093214672462
Pnpla3	1	-0.4308843592980323	0.07635155028069787	0.4589468653639844
Ppara_1	1	0.039646666358955855	0.2626725698870921	0.6842445227227641
Ppara_2	1	-0.09749662176167552	0.7390158982771571	0.8658627452985543
Ppard_1	1	-0.03235000440077382	0.5311217777473707	0.811349504364518
Ppard_2	1	0.016256933032655532	0.45652183633004184	0.7827597938759134
Pparg_1	1	-0.2130516019633461	0.4424303864420079	0.7779416299052587
Pparg_2	1	0.006227521731431167	0.5402648214575244	0.8148299462111144
Ppargc1a	1	-0.21248306403781364	0.7558117620486128	0.8713959355970663
Ppm1g	1	-0.1963842375779663	0.45288345435357025	0.78139495974617
Ppp1r3b_1	1	0.008825881638284213	0.33786234096462764	0.7284884154550513
Ppp1r3b_2	1	0.007986254001341758	0.4797583960602816	0.792728729185464
Ppp2r5a_1	1	-0.030316603318670605	0.4733334330928689	0.7900995435762169
Ppp2r5a_2	1	-0.06200341471398821	0.4712798889268992	0.7884073920827972
Prkaa2	1	-0.02769701395072113	0.42613930741889683	0.7721565902162812
Prkca	1	-0.10883533722492962	0.991189581727359	0.9165003048083326
Psd3_1	1	0.0675798911528369	0.20770952274284132	0.64481549522726
Psd3_2	1	-0.24057661022228746	0.15641402889140685	0.5918132299558042
Pten	1	-0.4900560542977938	0.006705797567720875	0.13601252243001416
Ptges	1	-0.464685509694475	0.029855605750586038	0.3096776972451814
Ptprd_1	1	-0.1241693697594481	0.8850268978916871	0.8978477084231532
Ptprd_2	1	-0.12596465156434133	0.9741666503099047	0.9123348983580263
Rbks	1	-0.2839307893233898	0.192241247821819	0.6277999002887235
Rbm6	1	0.20961727952053283	0.01811973883623283	0.24133951488553235
Rela_1	1	-0.11691027353983319	0.8964565565210201	0.9006295609352551
Rela_2	1	-0.15801718733058162	0.7575216546472587	0.8714826236589593
Rfxank	1	-0.2755729260927423	0.484438778836336	0.7943167747828351
Rictor	1	-0.25971438659890833	0.40187439571714895	0.7613697541099831
Rnf123	1	-0.42183340082458753	0.024278823282233575	0.282523466925822
Rplp2	1	-0.15818940160980505	0.9197656122832537	0.9055587747760092
Rps9	1	0.21354688363320737	0.0012100191704144288	0.03913698701668022
Rptor	1	-0.3927788520563527	0.09478883659239096	0.5007534283728214
Samm50	1	-0.40888780195749985	0.11715374487097818	0.5367083989652035
Scap	1	0.45924600652161907	9.177067335880917e-08	8.598321868633996e-06
Scd1	1	0.35358408560389937	2.887043755140208e-05	0.0016506733041191613
Sec16b_1	1	-0.3640780243451789	0.23803562551313448	0.6692720793740524
Sec16b_2	1	-0.08553746792787949	0.5827808963446391	0.8290172771099165
Sec61a1	1	-0.5050226168790088	0.0069830045416455835	0.13969658130701795
Sel1l	1	0.1696422456995416	0.015161326958928828	0.21550441224425915
Serpina1a	1	-0.8221972319330757	0.008663617019496094	0.15961361136881178
Shoc2	1	-0.2431377191874454	0.28185148129451315	0.698123157152246
Sirt1	1	0.17320922835215388	0.04303457514025297	0.367585291492061
Sirt3	1	-0.0876619071228319	0.9788543805330463	0.9127478987841751
